year	orgnr	organisasjon_navn	medlemmer
"2015"	"993543225"	"Waqeffanna Oromo Religion"	"41"
"2016"	"993543225"	"Waqeffanna Oromo Religion"	"41"
"2017"	"993543225"	"Waqeffanna Oromo Religion"	"38"
"2010"	"993609838"	"Al Tawba Islamisk Senter"	"139"
"2011"	"993609838"	"Al Tawba Islamisk Senter"	"149"
"2012"	"993609838"	"Al Tawba Islamisk Senter"	"202"
"2013"	"993609838"	"Al Tawba Islamisk Senter"	"250"
"2014"	"993609838"	"Al Tawba Islamisk Senter"	"307"
"2015"	"993609838"	"Al Tawba Islamisk Senter"	"344"
"2016"	"993609838"	"Al Tawba Islamisk Senter"	"350"
"2017"	"993609838"	"Al Tawba Islamisk Senter"	"370"
"2010"	"993749591"		"—"
"2011"	"993749591"		"—"
"2012"	"993749591"		"—"
"2013"	"993749591"		"—"
"2014"	"993749591"		"—"
"2015"	"993749591"		"—"
"2016"	"993749591"		"—"
"2017"	"993749591"	"Immanuel Church (Iranian Christian in Norway)"	"15"
"2010"	"993788635"	"Norsk Spiritualistisk Trossamfunn"	"252"
"2011"	"993788635"	"Norsk Spiritualistisk Trossamfunn"	"409"
"2012"	"993788635"	"Norsk Spiritualistisk Trossamfunn"	"498"
"2013"	"993788635"	"Norsk Spiritualistisk Trossamfunn"	"566"
"2014"	"993788635"	"Norsk Spiritualistisk Trossamfunn"	"627"
"2015"	"993788635"	"Norsk Spiritualistisk Trossamfunn"	"671"
"2016"	"993788635"	"Norsk Spiritualistisk Trossamfunn"	"729"
"2017"	"993788635"	"Norsk Spiritualistisk Trossamfunn"	"807"
"2010"	"993813303"	"Drammen Tyrkiske Islamske Menighet"	"220"
"2011"	"993813303"	"Drammen Tyrkiske Islamske Menighet"	"238"
"2012"	"993813303"	"Drammen Tyrkiske Islamske Menighet"	"351"
"2013"	"993813303"	"Drammen Tyrkiske Islamske Menighet"	"407"
"2014"	"993813303"	"Drammen Tyrkiske Islamske Menighet"	"408"
"2015"	"993813303"	"Drammen Tyrkiske Islamske Menighet"	"416"
"2016"	"993813303"	"Drammen Tyrkiske Islamske Menighet"	"460"
"2017"	"993813303"	"Drammen Tyrkiske Islamske Menighet"	"478"
"2010"	"993850381"		"—"
"2011"	"993850381"		"—"
"2012"	"993850381"	"Kawther Al-Nabi"	"306"
"2013"	"993850381"	"Kawther Al-Nabi"	"459"
"2014"	"993850381"	"Kawther Al-Nabi"	"515"
"2015"	"993850381"	"Kawther Al-Nabi"	"512"
"2016"	"993850381"	"Kawther Al-Nabi"	"582"
"2017"	"993850381"	"Kawther Al-Nabi"	"651"
"2010"	"993894141"		"—"
"2011"	"993894141"	"Kristent Fellesskap Kvinnherad"	"30"
"2012"	"993894141"	"Kristent Fellesskap Kvinnherad"	"30"
"2013"	"993894141"	"Kristent Fellesskap Kvinnherad"	"30"
"2014"	"993894141"		"—"
"2015"	"993894141"	"Kristent Fellesskap Kvinnherad"	"30"
"2016"	"993894141"	"Kristent Fellesskap Kvinnherad"	"31"
"2017"	"993894141"	"Kristent Fellesskap Kvinnherad"	"31"
"2010"	"993912018"	"Det Thailandske Buddhistsamfunn i Norge"	"201"
"2011"	"993912018"		"—"
"2012"	"993912018"		"—"
"2013"	"993912018"		"—"
"2014"	"993912018"		"—"
"2015"	"993912018"		"—"
"2016"	"993912018"		"—"
"2017"	"993912018"		"—"
"2010"	"994022105"		"—"
"2011"	"994022105"		"—"
"2012"	"994022105"		"—"
"2013"	"994022105"	"Kristent Fellesskap Oslo"	"20"
"2014"	"994022105"	"Kristent Fellesskap Oslo"	"24"
"2015"	"994022105"	"Kristent Fellesskap Oslo"	"38"
"2016"	"994022105"	"Kristent Fellesskap Oslo"	"48"
"2017"	"994022105"	"Kristent Fellesskap Oslo"	"67"
"2010"	"994039512"	"Islamik Kultursenter Kongsvinger"	"69"
"2011"	"994039512"	"Islamik Kultursenter Kongsvinger"	"108"
"2012"	"994039512"	"Islamik Kultursenter Kongsvinger"	"107"
"2013"	"994039512"	"Islamik Kultursenter Kongsvinger"	"250"
"2014"	"994039512"	"Islamik Kultursenter Kongsvinger"	"251"
"2015"	"994039512"	"Islamik Kultursenter Kongsvinger"	"267"
"2016"	"994039512"	"Islamik Kultursenter Kongsvinger"	"250"
"2017"	"994039512"	"Islamik Kultursenter Kongsvinger"	"297"
"2010"	"994161652"	"Elihu Frosta"	"7"
"2011"	"994161652"	"Elihu Frosta"	"10"
"2012"	"994161652"	"Elihu Frosta"	"9"
"2013"	"994161652"		"—"
"2014"	"994161652"	"Elihu Frosta"	"11"
"2015"	"994161652"	"Elihu Frosta"	"13"
"2016"	"994161652"	"Elihu Frosta"	"13"
"2017"	"994161652"	"Elihu Frosta"	"12"
"2010"	"994494155"		"—"
"2011"	"994494155"	"La Compassion Kirke"	"33"
"2012"	"994494155"	"La Compassion Kirke"	"36"
"2013"	"994494155"	"La Compassion Kirke"	"50"
"2014"	"994494155"	"La Compassion Kirke"	"63"
"2015"	"994494155"		"—"
"2016"	"994494155"	"La Compassion Kirke"	"57"
"2017"	"994494155"	"La Compassion Kirke"	"57"
"2010"	"994521705"		"—"
"2011"	"994521705"	"Nor Muslim Society Sandnes"	"59"
"2012"	"994521705"	"Nor Muslim Society Sandnes"	"111"
"2013"	"994521705"	"Nor Muslim Society Sandnes"	"172"
"2014"	"994521705"	"Nor Muslim Society Sandnes"	"172"
"2015"	"994521705"	"Nor Muslim Society Sandnes"	"219"
"2016"	"994521705"	"Nor Muslim Society Sandnes"	"197"
"2017"	"994521705"	"Nor Muslim Society Sandnes"	"242"
"2010"	"994551299"		"—"
"2011"	"994551299"	"Rakkestad Muslim Kultur Forening"	"145"
"2012"	"994551299"	"Rakkestad Muslim Kultur Forening"	"106"
"2013"	"994551299"	"Rakkestad Muslim Kultur Forening"	"108"
"2014"	"994551299"	"Rakkestad Muslim Kultur Forening"	"224"
"2015"	"994551299"	"Rakkestad Muslim Kultur Forening"	"218"
"2016"	"994551299"	"Rakkestad Muslim Kultur Forening"	"205"
"2017"	"994551299"	"Rakkestad Muslim Kultur Forening"	"193"
"2010"	"994592742"	"Albansk Trossamfunn og Kultursenter i Norge"	"685"
"2011"	"994592742"	"Albansk Trossamfunn og Kultursenter i Norge"	"1224"
"2012"	"994592742"	"Albansk Trossamfunn og Kultursenter i Norge"	"1254"
"2013"	"994592742"	"Albansk Trossamfunn og Kultursenter i Norge"	"1525"
"2014"	"994592742"	"Albansk Trossamfunn og Kultursenter i Norge"	"1683"
"2015"	"994592742"	"Albansk Trossamfunn og Kultursenter i Norge"	"1847"
"2016"	"994592742"	"Albansk Trossamfunn og Kultursenter i Norge"	"1456"
"2017"	"994592742"	"Albansk Trossamfunn og Kultursenter i Norge"	"2100"
"2010"	"994813307"		"—"
"2011"	"994813307"	"Menigheten Nytt Liv Sunnhordland"	"14"
"2012"	"994813307"	"Menigheten Nytt Liv Sunnhordland"	"25"
"2013"	"994813307"	"Menigheten Nytt Liv Sunnhordland"	"45"
"2014"	"994813307"	"Menigheten Nytt Liv Sunnhordland"	"80"
"2015"	"994813307"	"Menigheten Nytt Liv Sunnhordland"	"70"
"2016"	"994813307"	"Menigheten Nytt Liv Sunnhordland"	"86"
"2017"	"994813307"	"Menigheten Nytt Liv Sunnhordland"	"84"
"2010"	"994855417"	"Den Thailandske Buddhistsamfunn i Nord Norge"	"41"
"2011"	"994855417"	"Den Thailandske Buddhistsamfunn i Nord Norge"	"80"
"2012"	"994855417"	"Den Thailandske Buddhistsamfunn i Nord Norge"	"79"
"2013"	"994855417"	"Den Thailandske Buddhistsamfunn i Nord Norge"	"77"
"2014"	"994855417"		"—"
"2015"	"994855417"		"—"
"2016"	"994855417"	"Den Thailandske Buddhistsamfunn i Nord Norge"	"159"
"2017"	"994855417"		"—"
"2010"	"994880403"	"Buddhist-Samfunnet i Rogaland"	"61"
"2011"	"994880403"	"Buddhist-Samfunnet i Rogaland"	"405"
"2012"	"994880403"	"Buddhist-Samfunnet i Rogaland"	"519"
"2013"	"994880403"	"Buddhist-Samfunnet i Rogaland"	"6"
"2014"	"994880403"		"—"
"2015"	"994880403"		"—"
"2016"	"994880403"		"—"
"2017"	"994880403"		"—"
"2010"	"994958844"		"—"
"2011"	"994958844"		"—"
"2012"	"994958844"		"—"
"2013"	"994958844"		"—"
"2014"	"994958844"	"Nur Ul Quran International"	"47"
"2015"	"994958844"	"Nur Ul Quran International"	"36"
"2016"	"994958844"	"Nur Ul Quran International"	"53"
"2017"	"994958844"	"Nur Ul Quran Center"	"43"
"2010"	"994989197"	"Det Islamske Senteret i Buskerud"	"275"
"2011"	"994989197"	"Det Islamske Senteret i Buskerud"	"286"
"2012"	"994989197"	"Det Islamske Senteret i Buskerud"	"420"
"2013"	"994989197"	"Det Islamske Senteret i Buskerud"	"539"
"2014"	"994989197"	"Det Islamske Senteret i Buskerud"	"686"
"2015"	"994989197"	"Det Islamske Forbundet i Buskerud"	"709"
"2016"	"994989197"	"Det Islamske Forbundet i Buskerud"	"799"
"2017"	"994989197"	"Det Islamske Forbundet i Buskerud"	"946"
"2010"	"995074923"		"—"
"2011"	"995074923"		"—"
"2012"	"995074923"	"Al-Kheyr Islamsk Senter"	"72"
"2013"	"995074923"	"Al-Kheyr Islamsk Senter"	"80"
"2014"	"995074923"		"—"
"2015"	"995074923"		"—"
"2016"	"995074923"		"—"
"2017"	"995074923"		"—"
"2010"	"995108143"		"—"
"2011"	"995108143"		"—"
"2012"	"995108143"		"—"
"2013"	"995108143"		"—"
"2014"	"995108143"		"—"
"2015"	"995108143"		"—"
"2016"	"995108143"		"—"
"2017"	"995108143"	"Afghansk Sosial-Kulturelle Senter i Agder"	"81"
"2010"	"995153963"		"—"
"2011"	"995153963"	"Disippelnettverk for Alle Oslo"	"9"
"2012"	"995153963"	"Disippelnettverk for Alle Oslo"	"11"
"2013"	"995153963"	"Dna Oslo"	"21"
"2014"	"995153963"	"Dna Oslo"	"38"
"2015"	"995153963"	"Dna Oslo"	"48"
"2016"	"995153963"	"Dna Oslo"	"46"
"2017"	"995153963"	"Dna Oslo"	"46"
"2010"	"995204673"		"—"
"2011"	"995204673"		"—"
"2012"	"995204673"		"—"
"2013"	"995204673"	"Norway Revival Church"	"15"
"2014"	"995204673"	"Norway Revival Church"	"31"
"2015"	"995204673"	"Norway Revival Church"	"22"
"2016"	"995204673"		"—"
"2017"	"995204673"		"—"
"2010"	"995250160"		"—"
"2011"	"995250160"		"—"
"2012"	"995250160"		"—"
"2013"	"995250160"		"—"
"2014"	"995250160"		"—"
"2015"	"995250160"		"—"
"2016"	"995250160"	"Nordisk Kadampa Meditasjonssenter"	"10"
"2017"	"995250160"	"Nordisk Kadampa Meditasjonssenter"	"21"
"2010"	"995294559"	"Menigheten 24/7"	"26"
"2011"	"995294559"	"Menigheten 24/7"	"63"
"2012"	"995294559"	"Menigheten 24/7"	"57"
"2013"	"995294559"	"Menigheten 24/7"	"46"
"2014"	"995294559"	"Menigheten 24/7"	"51"
"2015"	"995294559"	"Menigheten 24/7"	"56"
"2016"	"995294559"	"Menigheten 24/7"	"61"
"2017"	"995294559"	"Menigheten 24/7"	"73"
"2010"	"995344505"		"—"
"2011"	"995344505"	"Etiopiske Ortodokse Kirke Trondheim Søndagskole"	"52"
"2012"	"995344505"	"Etiopiske Ortodokse Kirke Trondheim Søndagskole"	"66"
"2013"	"995344505"	"Etiopiske Ortodokse Kirke Trondheim Søndagskole"	"93"
"2014"	"995344505"	"St. George Den Etiopisk Ortodoks Tewahedo Kirke i Trondheim"	"117"
"2015"	"995344505"	"St. George Den Etiopisk Ortodoks Tewahedo Kirke i Trondheim"	"139"
"2016"	"995344505"	"St. George Den Etiopisk Ortodoks Tewahedo Kirke i Trondheim"	"145"
"2017"	"995344505"	"St. George Den Etiopisk Ortodoks Tewahedo Kirke i Trondheim"	"135"
"2010"	"995345870"		"—"
"2011"	"995345870"	"Bethel Living Church"	"47"
"2012"	"995345870"	"Bethel Living Church"	"56"
"2013"	"995345870"		"—"
"2014"	"995345870"	"Grace Believer Church"	"60"
"2015"	"995345870"	"Grace Believer Church"	"103"
"2016"	"995345870"	"Grace Believer Church"	"94"
"2017"	"995345870"	"Grace Believer Church"	"100"
"2010"	"995346141"	"Imf Trossamfunn"	"166"
"2011"	"995346141"	"Imf Trossamfunn"	"218"
"2012"	"995346141"	"Imf Trossamfunn"	"289"
"2013"	"995346141"	"Imf Trossamfunn"	"318"
"2014"	"995346141"	"Imf Trossamfunn"	"335"
"2015"	"995346141"	"Imf Trossamfunn"	"370"
"2016"	"995346141"	"Imf Trossamfunn"	"420"
"2017"	"995346141"	"Imf Trossamfunn"	"701"
"2010"	"995361485"		"—"
"2011"	"995361485"	"Harstad Islamic Senter"	"26"
"2012"	"995361485"		"—"
"2013"	"995361485"	"Nor Kultursenter"	"46"
"2014"	"995361485"	"Nor Kultursenter"	"253"
"2015"	"995361485"	"Nor Kultursenter"	"378"
"2016"	"995361485"	"Nor Kultursenter"	"428"
"2017"	"995361485"	"Nor Kultursenter"	"539"
"2010"	"995525615"		"—"
"2011"	"995525615"	"Oromo Evangelical Christian Congregation in Trøndelag(Oecct)"	"16"
"2012"	"995525615"	"Oromo Evangelical Christian Congregation in Trøndelag(Oecct)"	"20"
"2013"	"995525615"	"Oromo Evangelical Christian Congregation in Trøndelag(Oecct)"	"34"
"2014"	"995525615"	"Oromo Evangelical Christian Congregation in Trøndelag(Oecct)"	"44"
"2015"	"995525615"	"Oromo Evangelical Christian Congregation in Trøndelag(Oecct)"	"52"
"2016"	"995525615"	"Oromo Evangelical Christian Congregation in Trøndelag(Oecct)"	"55"
"2017"	"995525615"	"Oromo Evangelical Christian Congregation in Trøndelag(Oecct)"	"57"
"2010"	"995580810"		"—"
"2011"	"995580810"		"—"
"2012"	"995580810"		"—"
"2013"	"995580810"		"—"
"2014"	"995580810"		"—"
"2015"	"995580810"	"Menigheten Den Levende Kilde"	"19"
"2016"	"995580810"	"Menigheten Den Levende Kilde"	"26"
"2017"	"995580810"		"—"
"2010"	"995662981"		"—"
"2011"	"995662981"	"Huskirken Nordhordland"	"33"
"2012"	"995662981"	"Huskirken Nordhordland"	"40"
"2013"	"995662981"		"—"
"2014"	"995662981"	"Huskirken Nordhordland"	"37"
"2015"	"995662981"	"Huskirken Nordhordland"	"35"
"2016"	"995662981"	"Huskirken Nordhordland"	"32"
"2017"	"995662981"	"Huskirken Nordhordland"	"31"
"2010"	"995671697"		"—"
"2011"	"995671697"		"—"
"2012"	"995671697"		"—"
"2013"	"995671697"	"Den Koptiske-Ortodoks Kirke i Norge"	"35"
"2014"	"995671697"	"Den Koptiske-Ortodoks Kirke i Norge"	"47"
"2015"	"995671697"		"—"
"2016"	"995671697"		"—"
"2017"	"995671697"		"—"
"2010"	"995687763"		"—"
"2011"	"995687763"	"Islamsk Samfunn Kurtulus Camii"	"82"
"2012"	"995687763"		"—"
"2013"	"995687763"		"—"
"2014"	"995687763"		"—"
"2015"	"995687763"		"—"
"2016"	"995687763"		"—"
"2017"	"995687763"		"—"
"2010"	"995721228"		"—"
"2011"	"995721228"	"Dar El Eman Islamic Center"	"576"
"2012"	"995721228"	"Dar El Eman Islamic Center"	"775"
"2013"	"995721228"	"Dar El Eman Islamic Center"	"708"
"2014"	"995721228"	"Dar El Eman Islamic Center"	"1510"
"2015"	"995721228"	"Dar El Eman Islamic Center"	"1463"
"2016"	"995721228"	"Dar El Eman Islamic Center"	"1806"
"2017"	"995721228"	"Dar El Eman Islamic Center"	"1984"
"2010"	"995727692"		"—"
"2011"	"995727692"	"Den Lutherske Bekjennelseskirke"	"49"
"2012"	"995727692"	"Den Lutherske Bekjennelseskirke"	"47"
"2013"	"995727692"	"Den Lutherske Bekjennelseskirke"	"51"
"2014"	"995727692"	"Den Lutherske Bekjennelseskirke"	"50"
"2015"	"995727692"	"Den Lutherske Bekjennelseskirke"	"49"
"2016"	"995727692"	"Den Lutherske Bekjennelseskirke"	"49"
"2017"	"995727692"	"Den Lutherske Bekjennelseskirke"	"50"
"2010"	"995901358"		"—"
"2011"	"995901358"		"—"
"2012"	"995901358"	"Vineyard Kristne Fellesskap Bergen"	"6"
"2013"	"995901358"		"—"
"2014"	"995901358"		"—"
"2015"	"995901358"	"Vineyard Kristne Fellesskap Bergen"	"9"
"2016"	"995901358"		"—"
"2017"	"995901358"		"—"
"2010"	"996086461"		"—"
"2011"	"996086461"	"Hosainie Chahardah Masom (A)"	"104"
"2012"	"996086461"	"Hosainie Chahardah Masom (A)"	"121"
"2013"	"996086461"	"Hosainie Chahardah Masom (A)"	"148"
"2014"	"996086461"	"Hosainie Chahardah Masom (A)"	"163"
"2015"	"996086461"		"—"
"2016"	"996086461"	"Hosainie Chahardah Masom (A)"	"171"
"2017"	"996086461"	"Hosainie Chahardah Masom (A)"	"185"
"2010"	"996119491"		"—"
"2011"	"996119491"		"—"
"2012"	"996119491"	"Witnesses Of Christ Evangelical Church"	"7"
"2013"	"996119491"		"—"
"2014"	"996119491"		"—"
"2015"	"996119491"		"—"
"2016"	"996119491"		"—"
"2017"	"996119491"		"—"
"2010"	"996119947"		"—"
"2011"	"996119947"	"Prakas Puththadhum"	"67"
"2012"	"996119947"	"Prakas Puththadhum"	"125"
"2013"	"996119947"	"Prakas Puththadhum"	"233"
"2014"	"996119947"	"Prakas Puththadhum"	"261"
"2015"	"996119947"	"Prakas Puththadhum"	"285"
"2016"	"996119947"	"Prakas Puththadhum"	"283"
"2017"	"996119947"	"Prakas Puththadhum"	"284"
"2010"	"996290468"		"—"
"2011"	"996290468"	"Vesteralen Islamske Senter"	"130"
"2012"	"996290468"	"Vesteralen Islamske Senter"	"144"
"2013"	"996290468"	"Vesteralen Islamske Senter"	"155"
"2014"	"996290468"	"Vesteralen Islamske Senter"	"158"
"2015"	"996290468"	"Vesteralen Islamske Senter"	"172"
"2016"	"996290468"	"Vesteralen Islamske Senter"	"163"
"2017"	"996290468"	"Vesteralen Islamske Senter"	"189"
"2010"	"996295109"		"—"
"2011"	"996295109"		"—"
"2012"	"996295109"	"Medhanie-Alem Ortodokse Kristne Kirke"	"47"
"2013"	"996295109"	"Medhanie-Alem Ortodokse Kristne Kirke"	"64"
"2014"	"996295109"	"Medhanie-Alem Ortodokse Kristne Kirke"	"100"
"2015"	"996295109"	"Medhanie-Alem Ortodokse Kristne Kirke"	"115"
"2016"	"996295109"	"Medhanie-Alem Ortodokse Kristne Kirke"	"115"
"2017"	"996295109"	"Medhanie-Alem Ortodokse Kristne Kirke"	"92"
"2010"	"996332683"		"—"
"2011"	"996332683"		"—"
"2012"	"996332683"	"Albansk Islamisk Kultur og Trossamfunn i Kristiansand.S.Norge"	"303"
"2013"	"996332683"	"Albansk Islamisk Kultur og Trossamfunn i Kristiansand.S.Norge"	"350"
"2014"	"996332683"	"Albansk Islamisk Kultur og Trossamfunn i Kristiansand.S.Norge"	"430"
"2015"	"996332683"	"Albansk Islamisk Kultur og Trossamfunn i Kristiansand.S.Norge"	"440"
"2016"	"996332683"	"Albansk Islamisk Kultur og Trossamfunn i Kristiansand.S.Norge"	"413"
"2017"	"996332683"	"Albansk Islamisk Kultur og Trossamfunn i Kristiansand.S.Norge"	"578"
"2010"	"996368491"		"—"
"2011"	"996368491"	"Den Rumenske Ortodokse Menighet Kristi Himmelfart og de Hellige Martirene Filofteia fra Arges Tatiana fra Craiova og Suniva fra Bergen i Bergen"	"84"
"2012"	"996368491"	"Den Rumenske Ortodokse Menighet Kristi Himmelfart og de Hellige Martirene Filofteia fra Arges Tatiana fra Craiova og Suniva fra Bergen i Bergen"	"187"
"2013"	"996368491"	"Den Rumenske Ortodokse Menighet Kristi Himmelfart og de Hellige Martirene Filofteia fra Arges Tatiana fra Craiova og Suniva fra Bergen i Bergen"	"337"
"2014"	"996368491"	"Den Rumenske Ortodokse Menighet Kristi Himmelfart og de Hellige Martirene Filofteia fra Arges Tatiana fra Craiova og Suniva fra Bergen i Bergen"	"463"
"2015"	"996368491"	"Den Rumenske Ortodokse Menighet Kristi Himmelfart og de Hellige Martirene Filofteia fra Arges Tatiana fra Craiova og Suniva fra Bergen i Bergen"	"523"
"2016"	"996368491"	"Den Rumenske Ortodokse Menighet Kristi Himmelfart og de Hellige Martirene Filofteia fra Arges Tatiana fra Craiova og Suniva fra Bergen i Bergen"	"615"
"2017"	"996368491"	"Den Rumenske Ortodokse Menighet Kristi Himmelfart og de Hellige Martirene Filofteia fra Arges Tatiana fra Craiova og Suniva fra Bergen i Bergen"	"730"
"2010"	"996373576"		"—"
"2011"	"996373576"		"—"
"2012"	"996373576"	"Al-Rahma Islamic Center Bærum"	"404"
"2013"	"996373576"	"Al-Rahma Islamic Center Bærum"	"572"
"2014"	"996373576"	"Al-Rahma Islamic Center Bærum"	"185"
"2015"	"996373576"	"Al-Rahma Islamic Center Bærum"	"274"
"2016"	"996373576"	"Al-Rahma Islamic Center Bærum"	"436"
"2017"	"996373576"	"Al-Rahma Islamic Center Bærum"	"544"
"2010"	"996391914"		"—"
"2011"	"996391914"		"—"
"2012"	"996391914"		"—"
"2013"	"996391914"	"Somaliske Nettverk i Holmlia"	"32"
"2014"	"996391914"		"—"
"2015"	"996391914"		"—"
"2016"	"996391914"		"—"
"2017"	"996391914"		"—"
"2010"	"996496082"		"—"
"2011"	"996496082"	"Bergen Oromo Kristne Felleskap"	"11"
"2012"	"996496082"	"Bergen Oromo Kristne Felleskap"	"12"
"2013"	"996496082"	"Bergen Oromo Kristne Felleskap"	"13"
"2014"	"996496082"		"—"
"2015"	"996496082"	"Bergen Oromo Kristne Felleskap"	"24"
"2016"	"996496082"	"Bergen Oromo Kristne Felleskap"	"25"
"2017"	"996496082"	"Bergen Oromo Kristne Felleskap"	"32"
"2010"	"996515664"		"—"
"2011"	"996515664"		"—"
"2012"	"996515664"	"Ihyaussunna Center"	"37"
"2013"	"996515664"	"Ihyaussunna Center"	"33"
"2014"	"996515664"	"Ihyaussunna Center"	"68"
"2015"	"996515664"	"Ihyaussunna Center"	"66"
"2016"	"996515664"	"Ihyaussunna Center"	"109"
"2017"	"996515664"	"Ihyaussunna Center"	"343"
"2010"	"996606643"		"—"
"2011"	"996606643"		"—"
"2012"	"996606643"		"—"
"2013"	"996606643"	"Kidist Mariam Koptisk Ortodokse Menighet Narvik"	"63"
"2014"	"996606643"	"Kidist Mariam Koptisk Ortodokse Menighet Narvik"	"68"
"2015"	"996606643"	"Kidist Mariam Koptisk Ortodokse Menighet Narvik"	"62"
"2016"	"996606643"	"Kidist Mariam Koptisk Ortodokse Menighet Narvik"	"86"
"2017"	"996606643"	"Kidist Mariam Koptisk Ortodokse Menighet Narvik"	"84"
"2010"	"996684318"		"—"
"2011"	"996684318"	"Buddhist Watpahbodhidhamm Trondheim"	"0"
"2012"	"996684318"	"Buddhist Watpahbodhidhamm Trondheim"	"3"
"2013"	"996684318"	"Buddhist Watpahbodhidhamm Trondheim"	"3"
"2014"	"996684318"		"—"
"2015"	"996684318"		"—"
"2016"	"996684318"		"—"
"2017"	"996684318"		"—"
"2010"	"996684407"		"—"
"2011"	"996684407"	"Buddhist Bodhiyan Forening"	"25"
"2012"	"996684407"	"Buddhist Bodhiyan Forening"	"25"
"2013"	"996684407"	"Buddhist Bodhiyan Forening"	"30"
"2014"	"996684407"	"Buddhist Bodhiyan Forening"	"134"
"2015"	"996684407"	"Buddhist Bodhiyan Forening"	"208"
"2016"	"996684407"	"Buddhist Bodhiyan Forening"	"240"
"2017"	"996684407"	"Buddhist Bodhiyan Forening"	"229"
"2010"	"996689220"		"—"
"2011"	"996689220"		"—"
"2012"	"996689220"		"—"
"2013"	"996689220"		"—"
"2014"	"996689220"		"—"
"2015"	"996689220"		"—"
"2016"	"996689220"		"—"
"2017"	"996689220"	"Troens Ord Norge"	"102"
"2010"	"996801012"		"—"
"2011"	"996801012"		"—"
"2012"	"996801012"		"—"
"2013"	"996801012"	"International Christian Fellowship (Icf)"	"8"
"2014"	"996801012"	"International Christian Fellowship (Icf)"	"17"
"2015"	"996801012"	"International Christian Fellowship (Icf)"	"29"
"2016"	"996801012"	"International Christian Fellowship (Icf)"	"35"
"2017"	"996801012"		"—"
"2010"	"996932869"		"—"
"2011"	"996932869"		"—"
"2012"	"996932869"		"—"
"2013"	"996932869"	"Skedsmo Muslimkultur Senter"	"54"
"2014"	"996932869"	"Skedsmo Muslimkultur Senter"	"207"
"2015"	"996932869"	"Skedsmo Muslimkultur Senter"	"275"
"2016"	"996932869"	"Skedsmo Muslimkultur Senter"	"396"
"2017"	"996932869"	"Skedsmo Muslimkultur Senter"	"412"
"2010"	"997021827"		"—"
"2011"	"997021827"		"—"
"2012"	"997021827"	"Wat Thai Toten Buddhistforening"	"80"
"2013"	"997021827"	"Wat Thai Toten Buddhistforening"	"129"
"2014"	"997021827"	"Wat Thai Toten Buddhistforening"	"136"
